year,month,zip code,median_ppsf,median_sale_price,new_listings,inventory
2024,10,1001,237.13,351355.21,228.01,72.72
2024,11,1001,237.13,310076.62,209.26,69.13
2024,12,1001,230.21,328642.65,66.05,5.87
2025,1,1001,230.21,346753.5,200.85,72.52
2025,2,1001,241.26,364252.68,185.83,63.83
2025,3,1001,238.04,326074.59,83.6,8.53
2025,4,1001,248.53,333085.41,218.36,72.71
2025,5,1001,243.3,337821.06,206.25,66.05
2025,6,1001,242.87,347658.42,67.44,6.44
2025,7,1001,242.87,384206.8,206.16,70.99
2025,8,1001,253.67,338785.21,191.89,68.25
2025,9,1001,253.67,343966.1,43.5,1.03
2025,10,1001,240.22,372195.14,226.84,69.78
2024,10,1002,268.72,481099.52,287.78,108.46
2024,11,1002,268.72,484013.01,279.91,92.35
2024,12,1002,319.01,451422.35,89.09,12.45
2025,1,1002,282.4,489785.98,255.95,102.38
2025,2,1002,266.94,488862.24,234.99,90.8
2025,3,1002,342.41,471093.72,98.7,13.34
2025,4,1002,301.66,488037.37,292.4,102.72
2025,5,1002,301.66,490648.63,257.84,90.57
2025,6,1002,254.94,472274.21,64.37,8.02
2025,7,1002,317.58,501424.75,274.01,107.89
2025,8,1002,351.7,506565.95,253.11,91.07
2025,9,1002,298.95,455633.33,31.0,0.0
2025,10,1002,289.2,502998.55,286.49,104.18
2024,10,1003,794.98,1608744.92,0.0,0.0
2024,11,1003,794.98,1608744.92,1341.55,253.09
2024,12,1003,1427.33,1608744.92,0.0,0.0
2025,1,1003,303.49,4817638.7,0.0,0.0
2025,2,1003,1090.06,4535094.34,1226.43,160.5
2025,3,1003,1090.06,592294.6,0.0,100.59
2025,4,1003,418.77,592294.6,184.17,295.37
2025,5,1003,418.77,592294.6,0.0,0.0
2025,6,1003,418.77,1091053.27,106.95,46.01
2025,7,1003,326.69,1091053.27,251.55,0.0
2025,8,1003,300.62,1091053.27,35.52,0.0
2025,9,1003,300.62,895093.25,0.0,95.67
2025,10,1003,381.29,895093.25,0.0,0.0
2016,7,1004,378.21,354000.0,0.0,0.0
2016,8,1004,378.21,354000.0,0.0,0.0
2016,9,1004,378.21,354000.0,0.0,0.0
2016,10,1004,378.21,354000.0,0.0,0.0
2016,11,1004,378.21,354000.0,0.0,0.0
2016,12,1004,378.21,354000.0,0.0,0.0
2017,1,1004,378.21,354000.0,0.0,0.0
2017,2,1004,378.21,354000.0,0.0,0.0
2017,3,1004,378.21,354000.0,0.0,0.0
2017,4,1004,378.21,354000.0,0.0,0.0
2017,5,1004,378.21,354000.0,0.0,0.0
2017,6,1004,378.21,354000.0,0.0,0.0
2017,7,1004,378.21,354000.0,0.0,0.0
2024,10,1005,232.94,431928.41,86.92,19.53
2024,11,1005,232.94,457969.52,82.3,17.71
2024,12,1005,257.52,400884.13,37.26,0.67
2025,1,1005,223.26,368154.56,61.84,15.66
2025,2,1005,223.26,438140.0,53.4,15.87
2025,3,1005,246.12,416492.49,58.26,1.05
2025,4,1005,229.74,439071.69,82.27,17.02
2025,5,1005,253.05,465420.68,76.74,15.96
2025,6,1005,253.05,414422.72,36.28,1.11
2025,7,1005,234.7,403288.55,59.8,15.92
2025,8,1005,234.7,409477.02,59.67,13.67
2025,9,1005,241.96,453406.7,28.65,0.0
2025,10,1005,249.7,462877.3,86.13,17.09
2024,10,1007,235.33,444407.54,182.15,73.81
2024,11,1007,235.33,451411.44,180.13,71.23
2024,12,1007,225.94,389491.7,60.92,11.78
2025,1,1007,225.94,442277.87,159.31,65.56
2025,2,1007,272.93,444954.63,143.89,59.55
2025,3,1007,249.31,408678.33,83.94,16.77
2025,4,1007,227.56,456131.09,184.76,73.54
2025,5,1007,240.58,458433.8,158.38,64.15
2025,6,1007,239.28,410337.81,54.5,10.0
2025,7,1007,239.28,449439.37,168.96,67.18
2025,8,1007,265.38,457222.49,156.06,61.56
2025,9,1007,279.1,418057.46,29.87,2.85
2025,10,1007,241.51,465772.21,179.81,70.53
2024,10,1008,110.71,494210.77,56.7,0.43
2024,11,1008,110.71,561798.08,41.97,0.0
2024,12,1008,342.87,443736.91,17.77,0.0
2025,1,1008,206.6,291792.89,42.5,0.0
2025,2,1008,206.6,672998.84,19.07,0.0
2025,3,1008,220.47,414374.23,33.61,4.39
2025,4,1008,255.65,366381.88,43.16,0.0
2025,5,1008,255.65,720700.85,62.06,0.0
2025,6,1008,202.74,394952.09,15.88,4.48
2025,7,1008,225.15,378560.98,17.02,0.0
2025,8,1008,196.43,512431.67,39.3,0.0
2025,9,1008,337.07,445695.21,9.11,0.0
2025,10,1008,189.73,531467.48,56.01,0.0
2024,10,1009,214.29,285173.22,0.0,6.49
2024,11,1009,214.29,258289.7,0.0,8.05
2024,12,1009,203.11,245422.22,0.0,9.8
2025,1,1009,184.36,268396.95,0.0,8.77
2025,2,1009,239.46,219671.4,0.0,8.55
2025,3,1009,203.23,254684.69,12.49,7.5
2025,4,1009,184.22,290200.44,0.0,8.15
2025,5,1009,226.84,272850.08,0.0,6.38
2025,6,1009,205.15,246150.13,21.82,18.3
2025,7,1009,184.89,254275.75,0.0,6.6
2025,8,1009,231.19,249063.91,0.0,6.47
2025,9,1009,231.19,248320.7,13.73,16.76
2025,10,1009,173.43,299106.42,0.0,6.43
2024,10,1010,261.55,553671.24,38.93,3.09
2024,11,1010,261.55,550791.23,41.18,2.36
2024,12,1010,261.55,417438.08,38.2,4.33
2025,1,1010,232.39,453556.54,30.68,2.79
2025,2,1010,251.39,442249.48,20.4,0.0
2025,3,1010,241.13,457170.28,58.36,9.74
2025,4,1010,241.13,569075.96,40.19,1.18
2025,5,1010,259.89,548906.52,28.83,0.0
2025,6,1010,283.8,411464.35,33.63,5.25
2025,7,1010,241.02,457886.37,32.53,1.27
2025,8,1010,241.02,454841.76,31.74,1.3
2025,9,1010,261.92,450915.69,19.48,0.09
2025,10,1010,247.27,577998.32,38.43,1.01
2024,10,1011,157.34,230555.31,29.4,9.36
2024,11,1011,157.34,228920.67,24.61,8.21
2024,12,1011,157.34,207381.45,15.59,4.57
2025,1,1011,128.63,218733.41,27.76,7.39
2025,2,1011,159.22,237895.64,19.97,5.82
2025,3,1011,159.22,239762.86,23.72,9.34
2025,4,1011,146.34,212768.24,24.85,6.26
2025,5,1011,156.06,247205.2,25.81,7.94
2025,6,1011,157.26,259195.55,20.06,10.74
2025,7,1011,157.77,207567.46,23.42,4.66
2025,8,1011,159.53,226620.72,25.68,6.47
2025,9,1011,159.53,256350.38,8.65,3.12
2025,10,1011,151.4,238645.62,28.77,8.55
2024,10,1012,228.04,453273.44,22.62,6.97
2024,11,1012,228.04,548624.39,22.95,8.77
2024,12,1012,268.82,377188.03,33.47,9.94
2025,1,1012,194.72,431900.0,18.23,5.9
2025,2,1012,194.72,485352.15,17.95,7.7
2025,3,1012,216.66,427101.49,23.51,7.07
2025,4,1012,247.98,505265.49,20.77,7.76
2025,5,1012,230.1,470576.47,24.38,8.33
2025,6,1012,248.87,409984.15,30.54,8.45
2025,7,1012,227.8,470466.9,17.7,6.47
2025,8,1012,187.7,494132.13,21.32,7.43
2025,9,1012,230.89,389734.81,11.66,7.43
2025,10,1012,192.83,473424.5,23.71,7.19
2024,10,1013,192.77,256080.6,154.24,71.08
2024,11,1013,192.77,252477.53,146.04,66.63
2024,12,1013,202.31,248152.77,63.69,9.57
2025,1,1013,202.31,276777.33,107.86,73.75
2025,2,1013,211.36,264462.18,115.58,63.52
2025,3,1013,208.81,265510.24,75.97,10.44
2025,4,1013,208.81,250282.44,144.8,71.24
2025,5,1013,194.2,274822.38,140.78,65.66
2025,6,1013,216.49,276406.32,68.05,10.52
2025,7,1013,209.45,260171.31,114.27,70.41
2025,8,1013,209.45,286313.77,102.36,68.63
2025,9,1013,229.86,259349.88,62.28,7.29
2025,10,1013,212.01,267765.21,152.48,68.3
2024,10,1020,215.49,267197.63,262.69,93.06
2024,11,1020,215.49,300874.24,253.76,86.14
2024,12,1020,207.61,289148.43,86.63,8.89
2025,1,1020,207.61,292511.36,244.09,95.75
2025,2,1020,223.27,299144.6,224.78,80.46
2025,3,1020,216.42,301748.9,112.18,13.19
2025,4,1020,223.17,284314.48,254.05,91.75
2025,5,1020,225.53,309127.05,251.88,85.23
2025,6,1020,217.19,298792.31,86.27,9.19
2025,7,1020,217.19,284437.82,240.31,90.65
2025,8,1020,232.98,331894.05,246.56,89.41
2025,9,1020,232.98,294217.65,53.65,1.74
2025,10,1020,217.44,286778.33,261.46,89.2
2024,10,1022,258.99,189134.29,59.44,16.14
2024,11,1022,258.99,221636.09,47.19,12.27
2024,12,1022,217.86,229748.74,33.5,5.46
2025,1,1022,237.25,252754.26,55.73,17.7
2025,2,1022,259.38,283654.82,39.25,18.26
2025,3,1022,205.47,223530.03,40.01,5.88
2025,4,1022,248.19,190554.68,56.28,12.62
2025,5,1022,270.72,253979.23,49.46,16.0
2025,6,1022,218.64,234425.17,31.0,3.42
2025,7,1022,250.47,247091.65,52.86,18.12
2025,8,1022,266.4,308087.93,46.96,17.17
2025,9,1022,219.19,225893.81,24.65,4.53
2025,10,1022,256.64,204010.07,59.24,15.12
2024,10,1026,271.61,813071.68,4.53,14.98
2024,11,1026,271.61,813071.68,3.0,11.67
2024,12,1026,127.81,703744.52,1.25,8.86
2025,1,1026,204.02,1078558.8,3.88,18.02
2025,2,1026,272.37,347484.36,5.37,17.26
2025,3,1026,183.31,497767.9,18.71,12.96
2025,4,1026,218.86,320435.25,3.56,13.03
2025,5,1026,168.1,761991.99,2.69,8.25
2025,6,1026,318.63,460790.18,9.26,15.49
2025,7,1026,180.12,644829.12,1.25,22.68
2025,8,1026,164.23,614105.91,0.0,15.49
2025,9,1026,236.36,590393.41,34.55,5.64
2025,10,1026,221.27,833226.89,2.68,14.99
2024,10,1027,306.51,440640.6,187.81,76.9
2024,11,1027,306.51,475095.56,171.2,61.82
2024,12,1027,306.51,424619.04,44.82,6.29
2025,1,1027,281.42,477124.9,172.24,81.45
2025,2,1027,300.79,385906.26,154.67,68.86
2025,3,1027,296.49,483184.14,71.21,5.72
2025,4,1027,296.49,555607.14,180.85,69.72
2025,5,1027,306.67,316080.14,157.25,68.95
2025,6,1027,299.1,501034.91,54.73,4.54
2025,7,1027,299.1,548524.41,182.97,79.2
2025,8,1027,320.07,420889.42,160.26,73.63
2025,9,1027,320.07,460357.88,23.42,0.0
2025,10,1027,295.82,472402.2,185.65,74.0
2024,10,1028,216.31,405421.32,191.59,56.86
2024,11,1028,216.31,408805.98,176.32,46.4
2024,12,1028,216.31,445066.81,76.29,12.64
2025,1,1028,240.39,441356.13,153.69,50.61
2025,2,1028,262.38,406899.21,129.28,40.85
2025,3,1028,212.75,457923.82,126.05,17.3
2025,4,1028,238.47,424385.56,174.2,49.91
2025,5,1028,238.47,417867.37,173.42,48.36
2025,6,1028,225.54,455090.82,84.47,11.59
2025,7,1028,243.66,434677.39,140.62,45.91
2025,8,1028,243.66,451903.34,147.33,42.57
2025,9,1028,257.75,440350.76,55.83,5.61
2025,10,1028,231.87,428083.07,187.59,52.1
2024,10,1029,600.45,2136765.47,24.01,1.39
2024,11,1029,600.45,2136765.47,17.23,1.55
2024,12,1029,523.49,667869.81,22.83,0.99
2025,1,1029,340.18,971544.95,16.88,0.0
2025,2,1029,563.27,2265997.93,17.19,0.0
2025,3,1029,523.58,274375.27,28.19,6.87
2025,4,1029,385.32,23150.31,21.61,0.0
2025,5,1029,572.5,2360878.86,19.25,0.0
2025,6,1029,572.5,448774.38,21.19,3.71
2025,7,1029,341.78,1309503.38,19.22,0.0
2025,8,1029,562.65,639903.55,11.32,0.0
2025,9,1029,520.37,997333.64,34.43,1.65
2025,10,1029,424.05,2115268.01,23.94,0.46
2024,10,1030,219.44,423651.0,79.45,14.0
2024,11,1030,219.44,424355.97,74.41,14.99
2024,12,1030,294.34,388027.68,48.81,5.29
2025,1,1030,245.03,412800.26,75.82,16.91
2025,2,1030,245.03,349860.27,69.98,22.93
2025,3,1030,281.29,428722.01,60.42,7.65
2025,4,1030,247.04,462491.56,71.79,9.12
2025,5,1030,252.16,410118.44,68.18,9.91
2025,6,1030,263.02,423557.32,57.28,15.33
2025,7,1030,264.16,397864.77,77.29,20.04
2025,8,1030,264.16,397534.32,73.52,17.01
2025,9,1030,294.78,436056.2,27.44,0.0
2025,10,1030,253.97,453045.7,76.84,10.76
2024,7,1031,193.23,253749.34,0.0,136.06
2024,8,1031,193.23,415547.75,0.0,0.0
2024,9,1031,193.23,342967.4,4.65,0.0
2024,10,1031,166.65,481358.66,0.0,0.0
2024,11,1031,197.92,288650.86,0.0,0.0
2024,12,1031,197.92,368493.9,12.7,0.0
2025,1,1031,166.01,547670.42,0.0,0.0
2025,2,1031,194.9,197830.41,0.0,66.9
2025,3,1031,187.41,410054.75,0.0,0.0
2025,4,1031,187.41,427414.44,0.0,0.0
2025,5,1031,201.69,534352.54,0.0,0.0
2025,6,1031,212.03,317982.69,25.48,61.08
2025,7,1031,181.29,288802.3,0.0,129.45
2024,10,1032,214.29,336182.37,28.96,16.04
2024,11,1032,214.29,387485.69,34.77,12.18
2024,12,1032,210.8,349794.97,41.15,13.67
2025,1,1032,210.8,390892.17,31.94,15.64
2025,2,1032,234.31,382483.95,36.51,15.97
2025,3,1032,239.12,370409.26,20.77,8.93
2025,4,1032,239.12,365002.09,38.56,15.43
2025,5,1032,212.06,390758.53,39.77,16.32
2025,6,1032,212.06,382702.03,27.47,13.44
2025,7,1032,247.43,366820.39,30.97,15.41
2025,8,1032,239.53,439388.19,34.35,12.65
2025,9,1032,238.62,358297.53,53.72,20.11
2025,10,1032,228.87,357970.88,30.65,16.43
2024,10,1033,227.69,331960.28,122.82,29.59
2024,11,1033,227.69,386869.15,156.84,29.69
2024,12,1033,288.49,327186.71,17.93,25.92
2025,1,1033,245.0,297355.68,0.0,32.87
2025,2,1033,211.23,355652.95,0.0,18.63
2025,3,1033,242.47,345764.55,85.83,30.88
2025,4,1033,273.18,364783.47,163.63,35.01
2025,5,1033,273.18,346204.46,64.82,21.98
2025,6,1033,227.44,335257.91,26.33,20.96
2025,7,1033,266.85,343614.11,0.0,31.85
2025,8,1033,243.05,340218.13,0.0,29.6
2025,9,1033,243.05,350022.39,56.09,15.44
2025,10,1033,261.8,352594.71,123.28,29.31
2024,10,1034,230.54,511709.17,25.21,0.87
2024,11,1034,230.54,506741.57,23.37,0.0
2024,12,1034,207.96,371422.14,24.44,2.76
2025,1,1034,207.96,285796.19,22.24,0.66
2025,2,1034,221.72,415647.01,13.6,0.0
2025,3,1034,202.96,413045.31,36.17,8.33
2025,4,1034,217.36,438650.23,22.86,0.0
2025,5,1034,217.36,606390.47,18.04,0.0
2025,6,1034,247.25,385594.25,18.58,5.76
2025,7,1034,226.49,267094.69,22.91,0.0
2025,8,1034,196.07,348185.55,22.68,0.0
2025,9,1034,216.99,453687.87,4.24,0.0
2025,10,1034,242.42,537424.97,23.92,0.0
2024,10,1035,268.5,481478.22,12.98,0.0
2024,11,1035,268.5,780044.21,16.18,12.81
2024,12,1035,244.63,594772.77,27.45,1.38
2025,1,1035,301.75,660346.6,9.63,0.0
2025,2,1035,344.62,468200.36,11.94,1.24
2025,3,1035,318.31,706997.9,31.55,6.47
2025,4,1035,289.73,811104.43,10.38,9.51
2025,5,1035,265.7,401664.93,7.98,0.0
2025,6,1035,265.7,664071.88,30.44,15.93
2025,7,1035,314.28,690436.97,12.66,10.73
2025,8,1035,359.44,703529.0,11.45,0.0
2025,9,1035,341.38,560126.18,10.84,0.0
2025,10,1035,285.91,526296.04,10.97,0.0
2024,10,1036,214.64,407840.47,103.89,52.35
2024,11,1036,214.64,448099.86,84.77,41.73
2024,12,1036,214.64,433558.42,46.7,0.0
2025,1,1036,229.25,460886.66,89.64,13.57
2025,2,1036,229.25,440680.95,29.22,0.0
2025,3,1036,216.9,447023.09,54.57,13.1
2025,4,1036,233.14,442084.52,92.18,32.02
2025,5,1036,228.48,450727.9,130.48,101.19
2025,6,1036,234.4,453527.91,18.87,0.0
2025,7,1036,234.4,447838.92,25.22,0.0
2025,8,1036,220.51,503100.45,88.25,20.71
2025,9,1036,228.46,429368.57,24.62,4.81
2025,10,1036,223.77,438030.98,103.07,50.12
2024,10,1037,1014.16,1623579.79,0.0,0.0
2024,11,1037,1014.16,659209.14,0.0,0.0
2024,12,1037,1014.16,403676.84,13.4,4.18
2025,1,1037,200.91,403676.84,0.0,0.0
2025,2,1037,200.91,398908.52,137.99,350.88
2025,3,1037,200.91,456071.13,13.11,4.41
2025,4,1037,255.28,456071.13,378.78,161.42
2025,5,1037,255.28,456071.13,246.52,0.0
2025,6,1037,255.28,401338.6,40.48,5.06
2025,7,1037,187.13,401338.6,47.02,0.0
2025,8,1037,455.47,47833.02,0.0,0.0
2025,9,1037,1671.29,392854.71,101.14,13.0
2025,10,1037,157.55,1527879.8,0.0,0.0
2024,10,1038,350.94,655992.38,21.16,13.82
2024,11,1038,350.94,655992.38,14.43,10.34
2024,12,1038,117.56,532666.53,16.21,0.0
2025,1,1038,316.15,646850.63,24.42,8.6
2025,2,1038,419.63,496861.33,16.48,10.32
2025,3,1038,299.87,454663.06,18.33,6.11
2025,4,1038,275.43,367892.27,17.16,8.9
2025,5,1038,253.88,241766.56,15.01,11.2
2025,6,1038,275.52,605587.96,18.31,11.24
2025,7,1038,305.25,846001.54,22.28,6.3
2025,8,1038,410.71,218903.86,19.28,4.77
2025,9,1038,302.46,591243.85,8.29,9.66
2025,10,1038,302.46,661301.96,19.24,12.48
2024,10,1039,303.83,526551.46,0.0,0.0
2024,11,1039,303.83,534163.14,0.0,0.0
2024,12,1039,329.93,406161.11,5.16,3.46
2025,1,1039,255.26,522485.01,0.0,0.0
2025,2,1039,317.0,510665.06,0.0,0.0
2025,3,1039,264.48,406132.63,4.99,1.71
2025,4,1039,279.14,533054.98,0.0,0.0
2025,5,1039,327.53,559486.8,0.0,0.0
2025,6,1039,327.53,402238.44,16.95,7.52
2025,7,1039,254.83,503112.81,0.0,0.0
2025,8,1039,281.74,545091.64,0.0,0.0
2025,9,1039,332.48,409302.28,12.87,2.91
2025,10,1039,268.04,540401.27,0.0,0.0
2024,10,1040,193.0,270762.55,256.27,82.91
2024,11,1040,193.0,254178.97,250.95,80.78
2024,12,1040,193.0,250092.72,90.51,4.43
2025,1,1040,178.54,278590.92,244.36,88.71
2025,2,1040,192.41,287302.58,234.61,75.39
2025,3,1040,191.17,265670.02,112.23,8.3
2025,4,1040,193.43,260241.71,247.59,82.44
2025,5,1040,199.16,272526.96,241.81,75.95
2025,6,1040,189.38,271594.25,108.69,11.13
2025,7,1040,192.88,292008.56,246.51,82.19
2025,8,1040,200.31,281717.89,245.66,83.8
2025,9,1040,192.93,270650.29,63.02,0.0
2025,10,1040,200.64,284008.33,254.74,77.96
2024,10,1050,212.23,302436.48,58.25,0.44
2024,11,1050,212.23,296615.74,60.09,0.0
2024,12,1050,212.23,244330.61,22.13,7.8
2025,1,1050,149.49,301180.78,44.53,0.21
2025,2,1050,217.52,298331.98,0.0,0.0
2025,3,1050,217.52,287906.44,109.69,11.05
2025,4,1050,166.78,295905.44,133.61,0.0
2025,5,1050,222.63,296860.69,0.0,0.0
2025,6,1050,222.63,300673.14,23.6,6.95
2025,7,1050,171.07,298028.21,0.0,0.0
2025,8,1050,214.25,296679.09,0.0,0.0
2025,9,1050,214.25,288560.15,23.5,1.63
2025,10,1050,182.96,311318.45,58.53,0.0
2024,10,1053,269.25,419432.6,25.5,20.25
2024,11,1053,269.25,419753.62,22.79,19.29
2024,12,1053,262.65,417677.52,15.56,17.51
2025,1,1053,262.65,416126.92,24.65,30.19
2025,2,1053,291.94,415764.82,23.12,28.34
2025,3,1053,291.94,418519.84,24.64,12.24
2025,4,1053,258.83,426638.82,23.56,20.16
2025,5,1053,285.52,426469.95,23.07,24.52
2025,6,1053,285.52,429552.63,17.39,15.72
2025,7,1053,265.77,426260.38,24.7,28.61
2025,8,1053,301.23,426803.55,22.91,32.04
2025,9,1053,301.23,413736.05,22.34,14.67
2025,10,1053,284.86,438668.5,25.12,20.88
2024,10,1054,139.18,410740.42,0.0,8.83
2024,11,1054,139.18,457741.9,0.0,20.56
2024,12,1054,176.81,498861.38,23.84,0.0
2025,1,1054,217.97,256826.75,0.0,0.0
2025,2,1054,147.13,353752.52,0.0,0.0
2025,3,1054,135.87,629606.48,30.48,19.6
2025,4,1054,258.77,412587.23,0.0,22.51
2025,5,1054,170.54,411098.29,0.0,0.0
2025,6,1054,146.61,591364.4,10.26,4.8
2025,7,1054,261.03,308105.41,0.0,0.0
2025,8,1054,141.78,293518.06,0.0,0.0
2025,9,1054,159.53,610255.52,5.66,4.26
2025,10,1054,253.44,450182.2,0.0,8.12
2024,10,1056,235.5,346724.99,170.06,58.44
2024,11,1056,235.5,343972.23,162.61,57.46
2024,12,1056,224.33,314488.6,70.39,7.95
2025,1,1056,234.91,271513.55,157.64,56.29
2025,2,1056,234.09,303135.36,140.34,46.31
2025,3,1056,229.91,339614.83,86.89,15.79
2025,4,1056,240.79,336606.75,163.23,58.45
2025,5,1056,242.7,354194.36,165.33,53.31
2025,6,1056,242.7,327459.35,65.71,9.03
2025,7,1056,239.83,283772.75,150.26,51.53
2025,8,1056,240.91,282136.5,159.07,53.49
2025,9,1056,231.48,348095.28,45.08,3.19
2025,10,1056,231.48,362715.13,169.08,55.46
2024,10,1057,202.67,406180.07,80.52,21.86
2024,11,1057,202.67,399853.41,70.61,16.03
2024,12,1057,234.06,388075.34,40.52,8.84
2025,1,1057,197.1,429638.2,69.28,18.19
2025,2,1057,217.84,468580.21,62.02,16.53
2025,3,1057,231.86,392044.01,57.95,8.92
2025,4,1057,209.47,397362.44,73.39,17.67
2025,5,1057,219.47,429615.52,66.53,17.66
2025,6,1057,209.18,411741.89,48.74,5.43
2025,7,1057,209.18,463783.13,70.56,18.16
2025,8,1057,229.41,459166.5,61.5,14.31
2025,9,1057,245.33,402103.99,37.01,5.34
2025,10,1057,201.27,433600.71,78.9,19.27
2024,10,1060,326.79,428010.5,152.79,41.1
2024,11,1060,326.79,473974.62,145.8,36.63
2024,12,1060,314.67,500680.06,54.54,7.64
2025,1,1060,322.56,525237.88,134.28,38.56
2025,2,1060,332.68,497875.4,125.96,35.83
2025,3,1060,326.92,530562.33,77.04,10.51
2025,4,1060,333.15,460828.26,147.56,37.56
2025,5,1060,337.38,485220.93,134.76,35.73
2025,6,1060,323.29,519694.69,50.54,6.39
2025,7,1060,323.29,503747.91,144.57,39.7
2025,8,1060,331.83,578705.16,134.35,36.23
2025,9,1060,324.82,495650.51,25.9,0.25
2025,10,1060,324.82,457042.28,152.11,38.75
2024,10,1062,282.82,448315.21,106.02,93.1
2024,11,1062,282.82,448855.13,118.4,32.68
2024,12,1062,268.18,454354.25,47.97,14.08
2025,1,1062,311.6,452519.66,114.75,30.23
2025,2,1062,376.66,457292.13,94.91,37.78
2025,3,1062,340.95,468849.65,61.49,15.84
2025,4,1062,297.08,453615.76,116.0,59.66
2025,5,1062,282.15,465862.79,106.57,50.34
2025,6,1062,318.2,447622.63,44.12,15.36
2025,7,1062,318.2,461289.87,105.72,53.42
2025,8,1062,354.99,469448.5,121.66,0.0
2025,9,1062,389.69,471722.35,28.81,34.12
2025,10,1062,299.7,466259.25,104.9,90.36
2024,4,1066,292.88,219324.33,145.43,0.0
2024,5,1066,292.88,219324.33,0.0,0.0
2024,6,1066,292.88,219324.33,295.86,91.05
2024,7,1066,292.88,61597.7,206.86,307.7
2024,8,1066,533.59,1556896.98,0.0,445.27
2024,9,1066,533.59,438569.95,0.0,0.81
2024,10,1066,329.9,4482128.22,0.0,0.0
2024,11,1066,807.55,3625154.72,0.0,0.0
2024,12,1066,2380.38,411504.29,223.99,86.0
2025,1,1066,105.95,411504.29,937.71,272.46
2025,2,1066,510.4,411504.29,0.0,0.0
2025,3,1066,510.4,201456.55,174.82,32.4
2025,4,1066,420.5,201456.55,121.99,0.0
2024,10,1068,178.3,540342.86,17.54,7.85
2024,11,1068,178.3,512163.19,17.8,7.63
2024,12,1068,297.84,518157.3,31.1,6.06
2025,1,1068,239.98,524382.51,15.37,6.72
2025,2,1068,214.18,429424.55,11.96,5.75
2025,3,1068,324.7,556863.24,37.71,13.06
2025,4,1068,253.43,567767.21,13.05,5.78
2025,5,1068,253.43,537821.32,13.39,5.75
2025,6,1068,170.76,505496.32,44.12,11.38
2025,7,1068,287.86,488457.18,13.29,5.86
2025,8,1068,323.22,505460.3,15.83,6.35
2025,9,1068,277.5,546819.54,14.82,5.64
2025,10,1068,247.31,573487.98,17.9,7.4
2024,10,1069,240.08,360430.11,99.93,37.89
2024,11,1069,240.08,393966.03,92.19,20.67
2024,12,1069,240.08,291052.96,42.04,5.36
2025,1,1069,192.09,333552.08,76.18,30.65
2025,2,1069,251.14,280918.81,59.96,12.49
2025,3,1069,238.32,336962.46,71.54,14.41
2025,4,1069,201.48,399455.01,98.57,33.85
2025,5,1069,256.09,387543.47,77.58,18.65
2025,6,1069,256.09,307167.22,44.18,6.46
2025,7,1069,202.48,289168.32,79.41,29.8
2025,8,1069,254.34,349982.13,66.3,13.24
2025,9,1069,254.34,326013.98,34.43,4.64
2025,10,1069,205.93,384064.14,98.87,34.92
2024,10,1070,200.8,1587119.44,0.0,124.79
2024,11,1070,200.8,1587119.44,0.0,0.0
2024,12,1070,200.8,283406.31,0.38,18.13
2025,1,1070,200.8,140410.43,0.0,0.0
2025,2,1070,200.8,1555980.12,41.7,194.24
2025,3,1070,200.8,274133.93,0.0,1.8
2025,4,1070,253.93,1054801.9,0.0,0.0
2025,5,1070,2984.72,160738.05,0.0,0.0
2025,6,1070,3240.59,335372.07,18.48,4.12
2025,7,1070,301.51,653008.54,0.0,0.0
2025,8,1070,4738.98,2035683.81,0.0,127.28
2025,9,1070,4071.98,228242.37,0.0,0.0
2025,10,1070,196.17,1575185.94,0.0,108.88
2024,10,1071,199.78,307886.04,19.77,3.55
2024,11,1071,199.78,364206.67,18.05,3.16
2024,12,1071,178.11,345279.43,15.85,2.42
2025,1,1071,188.42,354242.2,17.63,3.35
2025,2,1071,191.0,375478.93,17.31,2.18
2025,3,1071,200.21,349158.78,31.31,6.71
2025,4,1071,193.2,335407.77,15.31,1.48
2025,5,1071,188.42,366281.24,14.87,0.54
2025,6,1071,188.42,345766.37,20.89,11.1
2025,7,1071,210.37,353598.99,19.78,1.94
2025,8,1071,210.37,413675.46,18.04,1.49
2025,9,1071,195.44,340762.82,13.67,1.91
2025,10,1071,195.44,328085.31,19.35,2.67
2024,10,1072,258.41,469638.25,20.66,4.54
2024,11,1072,258.41,461032.81,21.75,4.22
2024,12,1072,258.41,429501.34,22.6,5.7
2025,1,1072,273.0,467423.62,18.23,3.71
2025,2,1072,314.51,487318.88,10.29,2.9
2025,3,1072,286.96,438412.52,34.58,9.62
2025,4,1072,295.7,466485.49,22.8,2.69
2025,5,1072,295.7,494416.2,14.17,2.34
2025,6,1072,220.17,437915.92,19.13,7.39
2025,7,1072,319.8,485280.53,19.05,3.58
2025,8,1072,349.27,489463.64,17.61,3.47
2025,9,1072,293.34,455045.78,13.99,1.56
2025,10,1072,286.21,497268.68,20.32,3.55
2024,10,1073,225.01,441037.55,75.83,30.78
2024,11,1073,225.01,481372.53,85.14,32.48
2024,12,1073,253.7,417928.24,32.77,11.69
2025,1,1073,253.7,504326.69,56.65,25.75
2025,2,1073,268.12,493992.27,64.39,34.94
2025,3,1073,285.26,399941.72,49.7,15.87
2025,4,1073,235.19,474654.55,74.58,29.63
2025,5,1073,235.19,482494.97,71.35,24.38
2025,6,1073,258.41,427481.69,38.65,13.5
2025,7,1073,258.41,495192.47,62.37,36.24
2025,8,1073,271.83,541354.36,64.51,27.16
